,zipcode_of_incident,date_rec,dow_rec,hour_rec,col,dens,houses,pop,unit_0_freq,unit_1_freq,unit_2_freq,unit_3_freq,unit_4_freq,unit_5_freq,unit_6_freq,unit_7_freq,unit_8_freq,unit_type
5462,94103,18,3,2,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
5463,94102,18,3,0,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
5464,94112,18,3,8,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,1
5465,94117,18,3,15,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,3
5466,94102,18,3,13,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,4
5467,94110,18,3,11,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
5468,94102,18,3,21,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
5469,94103,18,3,11,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
5470,94114,18,3,12,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,1
5471,94103,18,3,9,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
5472,94109,18,3,12,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,8
5473,94114,18,3,9,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,1
5474,94111,18,3,18,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,3
5475,94112,18,3,12,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,8
5476,94134,18,3,11,155.2,17616,12699,42274,14,81,1,100,25,12,3,0,14,1
5477,94112,18,3,12,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,3
5478,94102,18,3,20,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
5479,94109,18,3,10,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
5480,94123,18,3,12,162.7,25083,15429,25600,19,70,0,38,29,6,3,4,23,0
5481,94103,18,3,23,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
5482,94104,18,3,9,197.8,6392,360,496,6,26,0,15,9,2,2,0,15,1
5483,94124,18,3,10,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,1
5484,94108,18,3,2,175.6,55226,8997,14914,27,81,0,58,26,6,1,0,42,3
5485,94102,18,3,20,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,8
5486,94115,18,3,21,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,1
5487,94103,18,3,15,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
5488,94117,18,3,9,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,1
5489,94131,18,3,17,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,1
5490,94115,18,3,16,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,3
5491,94109,18,3,7,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
5492,94110,18,3,17,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
5493,94102,18,3,13,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,0
5494,94102,18,3,9,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
5495,94124,18,3,23,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,1
5496,94110,18,3,23,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
5497,94124,18,3,10,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,1
5498,94105,18,3,4,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,1
5499,94103,18,3,9,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
5500,94133,18,3,12,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,4
5501,94107,18,3,19,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,0
5502,94109,18,3,10,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
5503,94110,18,3,0,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
5504,94110,18,3,0,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,4
5505,94112,18,3,8,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,3
5506,94124,18,3,15,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,3
5507,94124,18,3,5,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,1
5508,94103,18,3,3,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,8
5509,94103,18,3,9,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,4
5510,94134,18,3,16,155.2,17616,12699,42274,14,81,1,100,25,12,3,0,14,5
5511,94109,18,3,6,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
5512,94121,18,3,18,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,3
5513,94111,18,3,9,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,1
5514,94102,18,3,9,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
5515,94110,18,3,18,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,4
5516,94112,18,3,23,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,5
5517,94122,18,3,18,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,1
5518,94112,18,3,11,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,3
5519,94109,18,3,3,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,8
5520,94112,18,3,14,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,3
5521,94109,18,3,10,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,4
5522,94131,18,3,23,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,3
5523,94114,18,3,15,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,8
5524,94122,18,3,17,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,8
5525,94117,18,3,9,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,4
5526,94102,18,3,20,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
5527,94109,18,3,14,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,4
5528,94158,18,3,22,139.0,9247,3629,6080,8,31,0,28,8,1,1,0,11,4
5529,94112,18,3,23,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,1
5530,94118,18,3,19,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,1
5531,94132,18,3,15,162.6,10205,11028,31737,14,79,0,68,13,4,2,2,17,8
5532,94109,18,3,14,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,4
5533,94117,18,3,11,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,1
5534,94116,18,3,17,156.9,18021,16851,46594,10,87,0,70,25,9,2,0,15,3
5535,94133,18,3,16,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,1
5536,94112,18,3,11,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,1
5537,94114,18,3,20,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,1
5538,94134,18,3,16,155.2,17616,12699,42274,14,81,1,100,25,12,3,0,14,3
5539,94109,18,3,21,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
5540,94107,18,3,8,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,3
5541,94112,18,3,12,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,1
5542,94103,18,3,11,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,5
5543,94133,18,3,15,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,1
5544,94112,18,3,17,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,3
5545,94124,18,3,16,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,0
5546,94124,18,3,7,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,3
5547,94111,18,3,18,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,5
5548,94117,18,3,20,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,1
5549,94110,18,3,7,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,8
5550,94109,18,3,3,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,5
5551,94114,18,3,9,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,3
5552,94107,18,3,9,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,3
5553,94102,18,3,14,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,8
5554,94102,18,3,8,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
5555,94118,18,3,23,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,1
5556,94103,18,3,0,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
5557,94114,18,3,11,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,1
5558,94133,18,3,4,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,3
5559,94121,18,3,23,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,3
5560,94110,18,3,23,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
5561,94112,18,3,18,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,3
5562,94107,18,3,12,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,3
5563,94110,18,3,14,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
5564,94114,18,3,12,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,8
5565,94109,18,3,20,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
5566,94118,18,3,9,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,4
5567,94133,18,3,19,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,3
5568,94105,18,3,9,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,4
5569,94112,18,3,5,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,3
5570,94110,18,3,12,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
5571,94110,18,3,18,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
5572,94104,18,3,8,197.8,6392,360,496,6,26,0,15,9,2,2,0,15,4
5573,94115,18,3,17,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,4
5574,94134,18,3,9,155.2,17616,12699,42274,14,81,1,100,25,12,3,0,14,3
5575,94111,18,3,19,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,1
5576,94103,18,3,13,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,0
5577,94114,18,3,18,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,1
5578,94115,18,3,7,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,1
5579,94118,18,3,18,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,5
5580,94158,18,3,23,139.0,9247,3629,6080,8,31,0,28,8,1,1,0,11,8
5581,94110,18,3,18,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
5582,94133,18,3,9,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,3
5583,94124,18,3,16,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,3
5584,94110,18,3,20,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
5585,94103,18,3,16,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,8
5586,94115,18,3,16,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,3
5587,94134,18,3,17,155.2,17616,12699,42274,14,81,1,100,25,12,3,0,14,3
5588,94115,18,3,16,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,3
5589,94103,18,3,19,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
5590,94117,18,3,4,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,4
5591,94102,18,3,1,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,8
5592,94103,18,3,16,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
5593,94109,18,3,9,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,4
5594,94105,18,3,9,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,6
5595,94109,18,3,4,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,0
5596,94112,18,3,11,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,3
5597,94109,18,3,2,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
5598,94116,18,3,12,156.9,18021,16851,46594,10,87,0,70,25,9,2,0,15,3
5599,94121,18,3,18,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,1
5600,94133,18,3,11,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,8
5601,94133,18,3,16,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,4
5602,94110,18,3,23,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
5603,94103,18,3,12,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,0
5604,94116,18,3,11,156.9,18021,16851,46594,10,87,0,70,25,9,2,0,15,1
5605,94109,18,3,9,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
5606,94158,18,3,12,139.0,9247,3629,6080,8,31,0,28,8,1,1,0,11,3
5607,94112,18,3,19,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,3
5608,94109,18,3,3,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
5609,94102,18,3,12,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,4
5610,94111,18,3,18,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,1
5611,94102,18,3,11,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,0
5612,94103,18,3,9,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
5613,94104,18,3,9,197.8,6392,360,496,6,26,0,15,9,2,2,0,15,3
5614,94132,18,3,23,162.6,10205,11028,31737,14,79,0,68,13,4,2,2,17,3
5615,94117,18,3,3,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,1
5616,94102,18,3,8,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
5617,94102,18,3,18,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,4
5618,94118,18,3,2,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,3
5619,94103,18,3,9,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
5620,94103,18,3,12,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,8
5621,94112,18,3,12,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,3
5622,94117,18,3,3,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,8
5623,94112,18,3,15,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,3
5624,94109,18,3,12,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,0
5625,94110,18,3,11,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,8
5626,94109,18,3,12,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
5627,94103,18,3,15,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
5628,94103,18,3,20,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
5629,94103,18,3,11,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,4
5630,94117,18,3,2,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,8
5631,94111,18,3,9,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,3
5632,94109,18,3,18,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
5633,94103,18,3,11,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,4
5634,94118,18,3,23,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,3
5635,94124,18,3,14,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,1
5636,94134,18,3,16,155.2,17616,12699,42274,14,81,1,100,25,12,3,0,14,1
5637,94103,18,3,9,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
5638,94110,18,3,18,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,8
5639,94133,18,3,23,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,3
5640,94124,18,3,16,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,3
5641,94110,18,3,18,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
5642,94117,18,3,4,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,3
5643,94124,18,3,5,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,3
5644,94158,18,3,14,139.0,9247,3629,6080,8,31,0,28,8,1,1,0,11,3
5645,94110,18,3,0,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
5646,94107,18,3,9,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,3
5647,94111,18,3,9,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,8
5648,94109,18,3,5,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
5649,94112,18,3,3,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,4
5650,94103,18,3,14,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
5651,94124,18,3,7,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,1
5652,94115,18,3,15,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,8
5653,94102,18,3,18,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
5654,94117,18,3,23,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,3
5655,94109,18,3,12,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
5656,94103,18,3,19,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
5657,94103,18,3,12,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,0
5658,94107,18,3,8,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,8
5659,94102,18,3,15,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
5660,94102,18,3,22,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
5661,94109,18,3,3,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,0
5662,94103,18,3,0,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
5663,94134,18,3,23,155.2,17616,12699,42274,14,81,1,100,25,12,3,0,14,1
5664,94132,18,3,15,162.6,10205,11028,31737,14,79,0,68,13,4,2,2,17,0
5665,94112,18,3,3,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,3
5666,94102,18,3,15,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,8
5667,94103,18,3,1,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
5668,94103,18,3,16,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
5669,94103,18,3,16,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,0
5670,94133,18,3,12,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,1
5671,94118,18,3,23,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,4
5672,94124,18,3,19,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,3
5673,94114,18,3,20,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,3
5674,94103,18,3,16,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,8
5675,94107,18,3,17,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,0
5676,94111,18,3,10,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,4
5677,94103,18,3,13,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
5678,94110,18,3,23,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
5679,94108,18,3,14,175.6,55226,8997,14914,27,81,0,58,26,6,1,0,42,4
5680,94118,18,3,18,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,6
5681,94134,18,3,9,155.2,17616,12699,42274,14,81,1,100,25,12,3,0,14,3
5682,94103,18,3,12,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
5683,94103,18,3,16,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,0
5684,94114,18,3,16,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,1
5685,94103,18,3,20,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,6
5686,94124,18,3,20,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,1
5687,94114,18,3,12,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,0
5688,94103,18,3,14,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,4
5689,94114,18,3,15,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,1
5690,94110,18,3,18,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,0
5691,94133,18,3,11,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,8
5692,94112,18,3,18,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,4
5693,94110,18,3,11,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
5694,94134,18,3,9,155.2,17616,12699,42274,14,81,1,100,25,12,3,0,14,1
5695,94115,18,3,16,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,1
5696,94102,18,3,13,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
5697,94102,18,3,6,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
5698,94102,18,3,20,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,4
5699,94103,18,3,19,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
5700,94130,18,3,8,144.2,3405,778,3134,3,16,0,20,5,4,2,3,6,3
5701,94110,18,3,0,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
5702,94107,18,3,0,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,1
5703,94110,18,3,18,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
5704,94109,18,3,8,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,4
5705,94103,18,3,11,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,8
5706,94133,18,3,8,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,3
5707,94131,18,3,6,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,1
5708,94114,18,3,19,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,1
5709,94107,18,3,12,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,1
5710,94129,18,3,14,149.4,1655,1364,3815,5,15,0,7,2,3,2,4,6,1
5711,94124,18,3,16,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,3
5712,94121,18,3,20,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,3
5713,94133,18,3,11,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,8
5714,94109,18,3,13,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
5715,94115,18,3,23,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,3
5716,94105,18,3,8,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,3
5717,94109,18,3,3,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,8
5718,94111,18,3,7,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,1
5719,94109,18,3,14,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,4
5720,94114,18,3,11,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,4
5721,94110,18,3,18,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,8
5722,94110,18,3,12,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
5723,94110,18,3,20,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
5724,94123,18,3,16,162.7,25083,15429,25600,19,70,0,38,29,6,3,4,23,3
5725,94121,18,3,9,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,4
5726,94124,18,3,23,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,3
5727,94103,18,3,15,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,6
5728,94109,18,3,19,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
5729,94108,18,3,11,175.6,55226,8997,14914,27,81,0,58,26,6,1,0,42,1
5730,94124,18,3,23,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,1
5731,94112,18,3,8,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,1
5732,94115,18,3,12,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,1
5733,94109,18,3,21,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
5734,94115,18,3,13,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,1
5735,94133,18,3,23,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,3
5736,94134,18,3,4,155.2,17616,12699,42274,14,81,1,100,25,12,3,0,14,8
5737,94103,18,3,12,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,8
5738,94103,18,3,8,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,6
5739,94158,18,3,22,139.0,9247,3629,6080,8,31,0,28,8,1,1,0,11,1
5740,94102,18,3,16,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
5741,94133,18,3,4,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,1
5742,94102,18,3,1,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
5743,94123,18,3,12,162.7,25083,15429,25600,19,70,0,38,29,6,3,4,23,1
5744,94110,18,3,22,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
5745,94102,18,3,1,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
5746,94109,18,3,14,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
5747,94117,18,3,20,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,1
5748,94102,18,3,11,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
5749,94124,18,3,9,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,1
5750,94103,18,3,11,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,4
5751,94124,18,3,7,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,1
5752,94158,18,3,17,139.0,9247,3629,6080,8,31,0,28,8,1,1,0,11,1
5753,94133,18,3,19,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,1
5754,94102,18,3,15,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
5755,94124,18,3,16,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,0
5756,94103,18,3,16,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
5757,94121,18,3,15,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,3
5758,94121,18,3,20,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,1
5759,94112,18,3,12,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,1
5760,94129,18,3,14,149.4,1655,1364,3815,5,15,0,7,2,3,2,4,6,1
5761,94131,18,3,18,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,3
5762,94117,18,3,9,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,1
5763,94103,18,3,12,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
5764,94118,18,3,2,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,1
5765,94117,18,3,10,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,1
5766,94109,18,3,9,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,4
5767,94112,18,3,7,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,1
5768,94103,18,3,2,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
5769,94103,18,3,23,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,4
